,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Motor(cilindraje),Placa,Tapizado,Dirección,Entrada desde,Cuotas desde,Número de cuotas,Tipo de Motor
4951,2011,174856,11.9,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
4952,2020,67000,46.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
4953,2018,89000,14.9,Guayaquil,Negociable,USED,Citroen,Sedán,C-ELYSEE,,,,,,,,,,,,,,,,,
4954,2019,58500,19.0,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Navara,#1712710,236261 Kms,Eléctricos,Manual,Diesel,Aire Acondicionado,4 x 2,Plomo,6.0,2500.0,Pichincha,Tela,Hidráulica,,,,
4955,2020,52200,44.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
4956,2009,240000,6.8,Ambato,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia,,,,,,,,,,,,,,,,,
4957,2017,140000,16.7,Ambato,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
4958,2023,7800,15.6,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
4959,1996,160000,13.8,Guayaquil,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
4960,2011,207000,9.9,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
4961,2021,40000,49.8,Guayaquil,Negociable,USED,Chevrolet,Otro,COLORADO HIGH COUNTRY,,,,,,,,,,,,,,,,,
4962,2019,75000,36.8,Guayaquil,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4 Turbo Diesel,,,,,,,,,,,,,,,,,
4963,2010,140000,16.9,Guayaquil,Negociable,USED,Audi,Sedán,A4 1.8T,,,,,,,,,,,,,,,,,
4964,2011,129000,14.9,Guayaquil,Negociable,USED,Mazda,Sedán,6 GT,,,,,,,,,,,,,,,,,
4965,2006,206456,6.3,Quito,Negociable,USED,Peugeot,Hatchback (3 Puertas),Berlina 206 XR,,,,,,,,,,,,,,,,,
4966,2008,46583,69.9,Quito,Negociable,USED,BMW,Coupé,M3,,,,,,,,,,,,,,,,,
4967,2021,30000,19.8,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
4968,1997,256000,9.9,Ambato,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,
4969,1971,1,12.5,Ambato,Negociable,USED,Ford,Van,Econoline,,,,,,,,,,,,,,,,,
4970,2014,93000,23.9,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
4971,2011,117183,18.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander Sport,,,,,,,,,,,,,,,,,
4972,2007,321000,9.5,Sangolqui,Negociable,USED,Mazda,Mini van (MPV),5,,,,,,,,,,,,,,,,,
4973,2009,130000,19.9,Guayaquil,Negociable,USED,BMW,Todoterreno,X3 2.5SI,,,,,,,,,,,,,,,,,
4974,2014,120000,14.9,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
4975,2013,149000,25.9,Quito,Fijo,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
4976,2020,20500,33.9,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,
4977,1974,1,12.9,Quito,Negociable,USED,Mini,Camioneta Cabina Simple,Austin Pick Up,,,,,,,,,,,,,,,,,
4978,1992,375536,6.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Trooper 5P,,,,,,,,,,,,,,,,,
4979,2012,70000,26.8,Ambato,Negociable,USED,Mini,Hatchback (3 Puertas),Cooper,,,,,,,,,,,,,,,,,
4980,2019,70000,21.8,Cuenca,Negociable,USED,Hyundai,Utilitario,Creta,,,,,,,,,,,,,,,,,
4981,1993,1,11.9,Ambato,Negociable,USED,Ford,Van,Econoline,,,,,,,,,,,,,,,,,
4982,2008,218000,13.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
4983,2016,135000,29.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
4984,2017,93000,24.7,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
4985,2021,0,40.18,Ambato,Fijo,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,
4986,2013,129298,16.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,ASX,,,,,,,,,,,,,,,,,
4987,2020,50000,12.5,Cuenca,Fijo,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
4988,2022,0,26.49,Ambato,Fijo,NEW,Chery,Todoterreno,Tiggo 7 PRO,,,,,,,,,,,,,,,,,
4989,2023,0,29.169,Ambato,Fijo,NEW,Mazda,Mini van (MPV),5,#1718876,321000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,4.0,2000.0,Pichincha,Tela,Hidráulica,,,,
4990,2022,0,32.48,Ambato,Fijo,NEW,Chery,Todoterreno,Tiggo 8 2.0 CVT 4x2,,,,,,,,,,,,,,,,,
4991,2011,189239,13.9,Quito,Negociable,USED,Nissan,Hatchback (5 Puertas),X-Trail Classic,,,,,,,,,,,,,,,,,
4992,2023,0,26.99,Ambato,Fijo,NEW,Mazda,Hatchback (5 Puertas),CX-3,,,,,,,,,,,,,,,,,
4993,2016,108476,43.4,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
4994,2019,33000,12.9,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
4995,2014,109000,15.5,Quito,Fijo,USED,Hyundai,Hatchback (5 Puertas),i40,,,,,,,,,,,,,,,,,
4996,2020,70000,17.9,Quito,Fijo,USED,Haval,Todoterreno,H6,,,,,,,,,,,,,,,,,
4997,2018,75000,24.6,Quito,Fijo,USED,Nissan,Todoterreno,QASHQAI ADVANCE,,,,,,,,,,,,,,,,,
4998,2019,44200,16.9,Quito,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
4999,2018,84000,23.5,Quito,Fijo,USED,Chevrolet,Camioneta Doble Cabina,D-MAX DOHC 2.4,,,,,,,,,,,,,,,,,
5000,2019,19000,46.9,Quito,Fijo,USED,Mini,Crossover,Cooper Countryman S,,,,,,,,,,,,,,,,,
5001,2015,220000,13.8,Loja,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 CS 2.2,,,,,,,,,,,,,,,,,
5002,2019,221000,23.8,Quito,Negociable,USED,Hyundai,Otro,55-3,,,,,,,,,,,,,,,,,
5003,2017,90000,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
5004,2020,16000,94.9,Quito,Negociable,USED,Mercedes Benz,Coupé,GLC 200 Coupé,,,,,,,,,,,,,,,,,
5005,2020,34000,18.9,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,
5006,2017,92000,28.8,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
5007,2017,208000,13.9,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
5008,2013,320000,18.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
5009,2015,107000,14.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,
5010,2019,72000,21.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
5011,2022,16000,44.0,Guayaquil,Fijo,USED,MG,Todoterreno,RX8,,,,,,,,,,,,,,,,,
5012,2018,70000,33.8,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
5013,2018,70000,33.8,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
5014,2023,0,178.0,Guayaquil,Fijo,USED,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
5015,2014,130000,20.7,Quito,Fijo,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
5016,2022,38000,26.8,Cuenca,Negociable,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,
5017,2022,0,159.0,Guayaquil,Fijo,USED,Toyota,Camioneta Doble Cabina,Tundra 1794,,,,,,,,,,,,,,,,,
5018,2018,25000,14.5,Cuenca,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
5019,2020,24000,56.9,Quito,Negociable,USED,Kia,Sedán,Stinger GT Line,,,,,,,,,,,,,,,,,
5020,2017,115000,15.9,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
5021,2023,0,195.0,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
5022,2022,10993,39.0,Guayaquil,Negociable,USED,Great Wall,Todoterreno,HAVAL H6 SUPREME,,,,,,,,,,,,,,,,,
5023,2022,22636,54.0,Guayaquil,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
5024,2021,67000,24.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,#1707289,208000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,0.0,2200.0,Pichincha,Tela,Hidráulica,,,,2.2
5025,2017,21000,9.9,Quito,Fijo,USED,Renault,Otro,Twizy,,,,,,,,,,,,,,,,,
5026,2018,159554,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
5027,2002,376767,9.0,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
5028,2021,22000,36.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
5029,2017,143000,16.9,Quito,Negociable,USED,Kia,Coupé,Cerato Koup,,,,,,,,,,,,,,,,,
5030,2020,82000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
5031,2005,193000,12.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
5032,2011,200000,15.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
5033,2009,210000,8.9,Quito,Negociable,USED,Ford,Hatchback (5 Puertas),Fiesta Power,,,,,,,,,,,,,,,,,
5034,2019,91135,43.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
5035,2023,0,52.9,Guayaquil,Negociable,NEW,Ford,Todoterreno,Bronco,,,,,,,,,,,,,,,,,
5036,2020,32000,105.0,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tahoe,,,,,,,,,,,,,,,,,
5037,2022,22128,20.5,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
5038,2020,16647,22.0,Guayaquil,Negociable,USED,Peugeot,Hatchback (5 Puertas),2008 GT,,,,,,,,,,,,,,,,,
5039,2010,105000,24.8,Cuenca,Negociable,USED,Lexus,Todoterreno,RX 450 Hibrido,,,,,,,,,,,,,,,,,
5040,2018,120452,11.89,Ambato,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
5041,2018,98145,10.89,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
5042,2020,34300,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
5043,2019,60000,39.9,Guayaquil,Fijo,USED,Mini,Crossover,Cooper Countryman S,,,,,,,,,,,,,,,,,
5044,2020,34785,15.5,Ambato,Fijo,USED,Kia,Hatchback (5 Puertas),Picanto GT Limited,,,,,,,,,,,,,,,,,
5045,2019,154000,11.8,Cuenca,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
5046,2023,0,184.0,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,
5047,2018,30000,95.0,Guayaquil,Negociable,USED,Maserati,Todoterreno,Levante,,,,,,,,,,,,,,,,,
5048,2021,20000,80.9,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
5049,2021,5255,65.0,Guayaquil,Negociable,USED,Mini,Hatchback (3 Puertas),John Cooper Works,,,,,,,,,,,,,,,,,
5050,2022,0,107.0,Guayaquil,Negociable,NEW,Jeep,Todoterreno,Wrangler Sahara,,,,,,,,,,,,,,,,,
5051,2009,265000,12.9,Otavalo,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
5052,2018,50124,26.8,Ambato,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
5053,2022,0,85.0,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
5054,2019,123000,31.9,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
5055,2022,11000,33.8,Guayaquil,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
5056,2017,171000,32.9,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
5057,2015,269000,44.0,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
5058,2015,201000,44.0,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
5059,2018,118000,13.5,Guayaquil,Negociable,USED,Chevrolet,Sedán,Beat,#1721515,34300 Kms,Manuales,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,6.0,1200.0,Pichincha,Tela,Hidráulica,,,,
5060,2017,116000,9.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
5061,2019,123000,19.5,Quito,Negociable,USED,Suzuki,Todoterreno,S-Cross 4x4,,,,,,,,,,,,,,,,,
5062,2003,250000,5.5,Quito,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
5063,2018,55046,85.89,Ambato,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado VX,,,,,,,,,,,,,,,,,
5064,2016,103451,18.5,Ambato,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
5065,2021,109000,49.9,Guayaquil,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
5066,2021,13000,99.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
5067,2002,225478,7.5,Ambato,Negociable,USED,Chevrolet,Sedán,Esteem,,,,,,,,,,,,,,,,,
5068,2015,150000,9.8,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,
5069,2020,55000,12.8,Quito,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,
5070,2013,143000,10.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
5071,2009,300000,22.9,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,
5072,2018,57145,10.6,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
5073,2019,50000,19.0,Riobamba,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
5074,2006,157716,13.5,Riobamba,Fijo,USED,Chevrolet,Todoterreno,TrailBlazer Extended,,,,,,,,,,,,,,,,,
5075,2005,1,24.8,Cuenca,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,
5076,2015,287000,31.2,Latacunga,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,
5077,2011,1,26.8,Cuenca,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,
5078,2004,240000,14.5,Sangolqui,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
5079,2022,39000,15.7,Guayaquil,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
5080,2017,126000,42.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
5081,2022,9577,129.9,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,
5082,2020,53000,22.7,Ambato,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
5083,1998,280000,9.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 5P,,,,,,,,,,,,,,,,,
5084,1996,374000,4.3,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL CONFORT,,,,,,,,,,,,,,,,,
5085,2014,164000,29.5,Quito,Fijo,USED,Audi,Todoterreno,Q5 Hybrid,,,,,,,,,,,,,,,,,
5086,2022,19000,55.0,Guayaquil,Negociable,USED,Kia,Van,Carnival,,,,,,,,,,,,,,,,,
5087,2021,40000,30.5,Quito,Fijo,USED,Toyota,Todoterreno,C-HR,,,,,,,,,,,,,,,,,
5088,2019,109000,29.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
5089,2002,225448,5.5,Cuenca,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
5090,2014,245300,14.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX TD 2.5 CS 4X2 TM DIESEL,,,,,,,,,,,,,,,,,
5091,2020,42006,20.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
5092,2018,83100,16.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,
5093,2019,72000,36.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD,,,,,,,,,,,,,,,,,
5094,2022,26000,47.5,Cuenca,Negociable,USED,Honda,Todoterreno,Pilot,#1720760,101000 Kms,Eléctricos,,Gasolina,Aire Acondicionado,4 x 4,Plomo,,,,Cuero,,,,,
5095,2022,12800,27.9,Cuenca,Negociable,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,
5096,1995,267000,4.9,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
5097,2019,59534,15.5,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
5098,2014,48000,53.5,Cuenca,Negociable,USED,Ford,Convertible,Mustang,,,,,,,,,,,,,,,,,
5099,2012,134000,14.5,Quito,Negociable,USED,Toyota,Sedán,Corolla 1.6,,,,,,,,,,,,,,,,,
5100,2019,80674,12.5,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
5101,2010,276465,6.9,Quito,Negociable,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,
5102,2014,144000,14.0,Quito,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
5103,1995,236746,3.9,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Forman,,,,,,,,,,,,,,,,,
5104,2011,184996,9.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
5105,2003,322951,5.9,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),Berlina 307 XS,,,,,,,,,,,,,,,,,
5106,2009,165621,10.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.0 4x4,,,,,,,,,,,,,,,,,
5107,2014,100200,8.9,Quito,Fijo,USED,Changhe,Hatchback (5 Puertas),CH7142 C,,,,,,,,,,,,,,,,,
5108,2021,7000,16.0,Riobamba,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
5109,2019,83754,13.8,Riobamba,Negociable,USED,Chevrolet,Van de Carga,N300,,,,,,,,,,,,,,,,,
5110,2021,30000,10.5,Ambato,Negociable,USED,DFSK,Van de Carga,K01 AC 1.1 CS 4x2 TM,,,,,,,,,,,,,,,,,
5111,2013,90000,13.5,Ambato,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
5112,2018,104000,26.8,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
5113,2012,60925,69.0,Quito,Negociable,USED,Jeep,Todoterreno,Wrangler Unlimited Sahara,,,,,,,,,,,,,,,,,
5114,2012,140000,18.5,Ambato,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
5115,2017,112000,25.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
5116,2019,76000,44.8,Cuenca,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
5117,2022,23965,16.3,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
5118,1995,264000,5.5,Ambato,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
5119,2019,90000,18.5,Quito,Negociable,USED,Soueast,Todoterreno,DX7,,,,,,,,,,,,,,,,,
5120,2014,150917,21.5,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
5121,2018,84000,24.5,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
5122,2017,148000,12.2,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
5123,2016,120000,40.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
5124,2020,182250,17.9,Quito,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,
5125,2013,113500,13.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
5126,2011,181500,9.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,
5127,2011,62000,40.9,Quito,Negociable,USED,BMW,Todoterreno,X5 4.4i,,,,,,,,,,,,,,,,,
5128,2021,34000,50.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
5129,2020,39000,42.5,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,#1717148,104000 Kms,,,,,,,,,,,,,,,
5130,2015,49000,50.9,Cuenca,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),GLA 250,,,,,,,,,,,,,,,,,
5131,2020,52000,62.9,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
5132,2018,30000,72.0,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
5133,2009,120000,7.5,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
5134,2022,0,19.99,Quito,Negociable,NEW,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,
5135,2017,53585,58.5,Guayaquil,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,
5136,2023,0,30.9,Cuenca,Negociable,NEW,Chevrolet,Camioneta Doble Cabina,D-MAX HI RIDE,,,,,,,,,,,,,,,,,
5137,2010,227000,12.4,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
5138,2012,101000,25.5,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
5139,2013,320000,14.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2 Diesel,,,,,,,,,,,,,,,,,
5140,2016,144000,20.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
5141,2007,131000,15.5,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
5142,1964,13400,13.2,Quito,Negociable,USED,Ford,Coupé,Fairlane,,,,,,,,,,,,,,,,,
5143,2015,28100,22.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
5144,2017,55000,45.9,Quito,Negociable,USED,BMW,Todoterreno,X1,,,,,,,,,,,,,,,,,
5145,2009,94000,23.9,Quito,Negociable,USED,Volvo,Sedán,S80,,,,,,,,,,,,,,,,,
5146,2019,44500,44.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
5147,2018,52000,47.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
5148,1997,136109,92.0,Guayaquil,Negociable,USED,Land Rover,Todoterreno,Defender 90,,,,,,,,,,,,,,,,,
5149,2017,50000,15.9,Quito,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,
5150,2013,130000,18.8,Ambato,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
5151,1977,62000,6.0,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
5152,2022,10,107.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
5153,2011,236000,18.9,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
5154,2015,73000,22.5,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,
5155,2022,0,107.0,Guayaquil,Negociable,NEW,Audi,Hatchback (5 Puertas),E-TRON 55 SPORTBACK QUATT,,,,,,,,,,,,,,,,,
5156,2016,104000,24.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
5157,2015,187703,18.9,Guayaquil,Negociable,USED,Toyota,Van,Innova,,,,,,,,,,,,,,,,,
5158,2007,216000,7.2,Guayaquil,Negociable,USED,Chevrolet,Mini van (MPV),Vivant,,,,,,,,,,,,,,,,,
5159,2020,70441,29.9,Guayaquil,Negociable,USED,Kia,Crossover,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
